COUNTRY_CODE,DATE_CREATION,PAYMENT_METHOD,PRICE_TO_PAY,ERROR,RAW_ERROR_GROUP,ERROR_GROUP,BANK_ANONYMIZED,BANK_COUNTRY,STATE,PAYMENT_ID,CURRENCY,PAYMENT_INTENTION_ID,CLIENT_ID_ANONYMIZED
es-es,2020-11-03 12:34:45,card,979.9,0,No Error,APPROVED,BANK1,,0,8135390,EUR,8135390,100405243
es-es,2020-11-03 12:39:35,card,979.9,0,No Error,APPROVED,BANK1,,0,8135479,EUR,8135390,100405243
es-es,2020-11-03 18:11:20,card,979.9,0,No Error,APPROVED,BANK1,,0,8141894,EUR,8135390,100405243
fr-fr,2020-11-05 16:04:38,card,224,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8175422,EUR,8175422,100430079
fr-fr,2020-11-04 15:21:41,oney3x,403,1001,Form Drop,FORM_DROP,BANK1,,0,8156185,EUR,8156185,100457291
fr-fr,2020-11-07 16:37:38,oney3x,445,1001,Form Drop,FORM_DROP,BANK1,,0,8210771,EUR,8210771,100525145
es-es,2020-11-04 17:35:55,card,221.99,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8158681,EUR,8158681,100551906
fr-fr,2020-11-05 14:04:42,oney4x,729,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8173174,EUR,8173174,100560035
fr-fr,2020-11-05 14:45:51,oney4x,792,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8173935,EUR,8173174,100560035
fr-fr,2020-11-05 02:24:54,oney4x,250,1001,Form Drop,FORM_DROP,BANK1,,0,8166458,EUR,8166458,100597303
fr-fr,2020-11-05 09:31:39,oney4x,229,1001,Form Drop,FORM_DROP,BANK1,,0,8168205,EUR,8166458,100597303
fr-fr,2020-11-04 06:24:16,oney4x,529,1001,Form Drop,FORM_DROP,BANK1,,0,8149381,EUR,8149381,100696060
fr-fr,2020-11-04 06:26:27,oney4x,529,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8149387,EUR,8149381,100696060
fr-fr,2020-11-04 06:29:02,oney3x,529,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8149391,EUR,8149381,100696060
fr-fr,2020-11-04 06:52:36,oney4x,529,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8149437,EUR,8149381,100696060
fr-fr,2020-11-05 18:35:00,card,149.99,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8178362,EUR,8178362,100726852
fr-fr,2020-11-06 20:20:17,card,99.99,12,51 : Insufficient funds,NOT_ENOUGH_BALANCE,BANK191,FR,0,8197924,EUR,8197924,100812844
fr-fr,2020-11-07 01:50:36,card,99.99,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK191,FR,0,8201581,EUR,8201581,100812844
fr-fr,2020-11-02 12:00:48,oney4x,593,1001,Form Drop,FORM_DROP,BANK1,,0,8116935,EUR,8116935,100837794
fr-fr,2020-11-03 22:07:06,oney4x,588,1001,Form Drop,FORM_DROP,BANK1,,0,8147267,EUR,8147267,100837794
fr-fr,2020-11-02 10:27:34,oney4x,810,1001,Form Drop,FORM_DROP,BANK1,,0,8115460,EUR,8115460,100874812
fr-fr,2020-11-06 08:01:53,oney3x,440,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8185405,EUR,8185405,101045224
fr-fr,2020-11-05 11:42:07,oney4x,599.99,1001,Form Drop,FORM_DROP,BANK1,,0,8170513,EUR,8170513,101063695
fr-fr,2020-11-05 11:51:25,oney4x,599.99,1001,Form Drop,FORM_DROP,BANK1,,0,8170681,EUR,8170513,101063695
fr-fr,2020-11-05 11:56:24,oney4x,599.99,1001,Form Drop,FORM_DROP,BANK1,,0,8170773,EUR,8170513,101063695
fr-fr,2020-11-07 18:01:58,oney4x,609.99,1001,Form Drop,FORM_DROP,BANK1,,0,8212482,EUR,8212482,101063695
fr-fr,2020-11-07 18:12:02,oney4x,609.99,1001,Form Drop,FORM_DROP,BANK1,,0,8212685,EUR,8212482,101063695
es-es,2020-11-02 15:57:03,paypal,384.99,0,No Error,APPROVED,BANK1,,1,8121091,EUR,8121091,101217990
fr-fr,2020-11-02 21:12:15,card,450,0,00 : Approved or completed successfully,APPROVED,BANK185,FR,1,8127873,EUR,8127873,101222015
fr-fr,2020-11-06 16:41:12,card,261,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8193168,EUR,8193168,10127362
fr-fr,2020-11-07 18:34:46,card,460,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8213184,EUR,8213184,101315698
de-de,2020-11-03 19:28:31,paypal,225.5,0,No Error,APPROVED,BANK1,,1,8143755,EUR,8143755,101319540
es-es,2020-11-07 11:37:19,card,501.99,0,00 : Approved or completed successfully,APPROVED,BANK418,ES,1,8204653,EUR,8204653,101367488
es-es,2020-11-06 15:56:18,card,151.99,0,00 : Approved or completed successfully,APPROVED,BANK59,ES,1,8192363,EUR,8192363,101374077
fr-fr,2020-11-04 14:44:15,card,189,0,00 : Approved or completed successfully,APPROVED,BANK211,FR,1,8155476,EUR,8155476,101445734
fr-fr,2020-11-03 17:20:52,oney3x,629,1001,Form Drop,FORM_DROP,BANK1,,0,8140791,EUR,8140791,101535162
fr-fr,2020-11-03 18:05:11,oney4x,629,1001,Form Drop,FORM_DROP,BANK1,,0,8141737,EUR,8140791,101535162
es-es,2020-11-05 18:27:24,paypal,475,0,No Error,APPROVED,BANK1,,1,8178184,EUR,8178184,101593662
fr-fr,2020-11-02 17:23:56,oney4x,1612.9,1001,Form Drop,FORM_DROP,BANK1,,0,8122671,EUR,8122671,101599522
fr-fr,2020-11-02 18:28:55,oney4x,1612.9,1001,Form Drop,FORM_DROP,BANK1,,0,8124047,EUR,8122671,101599522
fr-fr,2020-11-02 18:32:24,oney4x,1498.9,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8124150,EUR,8122671,101599522
fr-fr,2020-11-02 18:34:55,oney4x,1498.9,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8124212,EUR,8122671,101599522
fr-fr,2020-11-02 19:13:03,oney4x,1498.9,1001,Form Drop,FORM_DROP,BANK1,,0,8125218,EUR,8122671,101599522
fr-fr,2020-11-03 13:22:07,oney4x,1067.11,997,Payment cancelled by the customer,CANCELED PAYMENT,BANK1,,0,8136304,EUR,8136304,101599522
fr-fr,2020-11-04 11:40:05,oney4x,1389,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8152309,EUR,8152309,101599522
fr-fr,2020-11-04 11:48:34,oney4x,1389,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8152445,EUR,8152309,101599522
de-de,2020-11-04 18:46:23,paypal,214.99,0,No Error,APPROVED,BANK1,,1,8160271,EUR,8160271,101641456
es-es,2020-11-05 21:26:43,card,245,11,05 : Do not honor,DECLINED,BANK958,ES,0,8181971,EUR,8181971,10166260
es-es,2020-11-05 21:30:50,card,245,0,00 : Approved or completed successfully,APPROVED,BANK958,ES,1,8182052,EUR,8181971,10166260
fr-fr,2020-11-02 10:44:20,card,125,0,00 : Approved or completed successfully,APPROVED,BANK518,FR,1,8115749,EUR,8115749,101707663
es-es,2020-11-04 11:45:31,card,214.99,0,00 : Approved or completed successfully,APPROVED,BANK68,ES,1,8152396,EUR,8152396,101745578
fr-fr,2020-11-04 19:38:47,card,170,0,00 : Approved or completed successfully,APPROVED,BANK185,FR,1,8161469,EUR,8161469,101865389
fr-fr,2020-11-06 21:42:01,card,9,0,00 : Approved or completed successfully,APPROVED,BANK185,FR,1,8199482,EUR,8199482,10188495
es-es,2020-11-03 08:51:13,oney4x,952.98,1001,Form Drop,FORM_DROP,BANK1,,0,8131949,EUR,8131863,101950505
fr-fr,2020-11-03 08:41:41,oney4x,999,1337,"ERR_04 : Le pays de livraison/facturation n'est pas accepté",ERROR,BANK967,nan,0,8131863,EUR,8131863,101950505
fr-fr,2020-11-03 08:42:00,oney3x,999,1337,"ERR_04 : Le pays de livraison/facturation n'est pas accepté",ERROR,BANK967,nan,0,8131866,EUR,8131863,101950505
fr-fr,2020-11-06 07:44:38,card,418,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8185332,EUR,8185332,102002553
fr-fr,2020-11-05 10:46:04,oney3x,210,1001,Form Drop,FORM_DROP,BANK1,,0,8169423,EUR,8169423,102020331
fr-fr,2020-11-04 10:25:00,card,211,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8151172,EUR,8151172,102048284
fr-fr,2020-11-06 20:40:07,card,290,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8198307,EUR,8198307,102052408
fr-fr,2020-11-06 20:36:06,card,204,12,51 : Insufficient funds,NOT_ENOUGH_BALANCE,BANK192,FR,0,8198223,EUR,8198223,102160477
fr-fr,2020-11-06 20:40:40,card,204,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8198321,EUR,8198223,102160477
fr-fr,2020-11-07 16:46:02,card,229.99,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8210929,EUR,8210929,102251608
fr-fr,2020-11-03 17:02:14,card,272,0,No Error,APPROVED,BANK1,,0,8140427,EUR,8140427,102255276
fr-fr,2020-11-03 17:05:07,card,272,0,00 : Approved or completed successfully,APPROVED,BANK140,FR,1,8140482,EUR,8140427,102255276
fr-fr,2020-11-06 21:32:41,card,605,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8199305,EUR,8199305,102292596
es-es,2020-11-04 19:00:01,card,582.99,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8160577,EUR,8160577,102386415
fr-fr,2020-11-04 16:22:45,card,158,0,00 : Approved or completed successfully,APPROVED,BANK211,FR,1,8157300,EUR,8157300,102469980
fr-fr,2020-11-07 12:09:05,card,109,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8205260,EUR,8205260,102657070
fr-fr,2020-11-07 12:59:37,card,444,0,00 : Approved or completed successfully,APPROVED,BANK483,FR,1,8206297,EUR,8206297,102783370
es-es,2020-11-03 19:55:06,paypal,168.99,0,No Error,APPROVED,BANK1,,1,8144340,EUR,8144340,102825050
fr-fr,2020-11-07 15:56:47,oney3x,290,997,Payment cancelled by the customer,CANCELED PAYMENT,BANK1,,0,8210022,EUR,8210022,102833497
fr-fr,2020-11-07 17:02:30,oney3x,254.99,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8211247,EUR,8210022,102833497
es-es,2020-11-04 19:09:05,card,171,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8160802,EUR,8160802,102842678
es-es,2020-11-03 20:43:18,oney4x,629,1337,REFUSED : Payment was refused,DECLINED,BANK967,nan,0,8145466,EUR,8145466,102852043
es-es,2020-11-03 20:49:05,oney3x,629,1337,REFUSED : Payment was refused,DECLINED,BANK967,nan,0,8145607,EUR,8145466,102852043
es-es,2020-11-03 21:09:43,oney3x,589,1337,REFUSED : Payment was refused,DECLINED,BANK967,nan,0,8146070,EUR,8145466,102852043
fr-fr,2020-11-03 22:00:28,card,246,0,00 : Approved or completed successfully,APPROVED,BANK293,FR,1,8147142,EUR,8147142,102852135
es-es,2020-11-04 16:08:03,card,189,0,00 : Approved or completed successfully,APPROVED,BANK355,ES,1,8157047,EUR,8157047,102939368
es-es,2020-11-06 19:36:49,card,266,0,00 : Approved or completed successfully,APPROVED,BANK423,ES,1,8197057,EUR,8197057,103099738
fr-fr,2020-11-04 08:43:04,oney4x,679,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8149994,EUR,8149994,103125186
fr-fr,2020-11-05 09:31:44,oney4x,679,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8168207,EUR,8168207,103125186
es-es,2020-11-03 16:16:36,card,503.98,0,No Error,APPROVED,BANK1,,0,8139597,EUR,8139597,103273491
es-es,2020-11-03 16:22:28,card,251.99,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8139711,EUR,8139597,103273491
fr-fr,2020-11-06 13:34:31,oney4x,331,1001,Form Drop,FORM_DROP,BANK1,,0,8189908,EUR,8189908,1032735
fr-fr,2020-11-06 13:44:39,oney4x,331,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8190060,EUR,8189908,1032735
fr-fr,2020-11-03 15:44:14,card,499,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8138982,EUR,8138982,10330514
fr-fr,2020-11-07 11:43:32,card,159,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8204768,EUR,8204768,103362093
fr-fr,2020-11-03 12:35:36,oney3x,280,1001,Form Drop,FORM_DROP,BANK1,,0,8135407,EUR,8135407,103373676
fr-fr,2020-11-03 12:54:19,oney3x,254,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8135740,EUR,8135407,103373676
fr-fr,2020-11-02 09:16:54,card,31,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8114583,EUR,8114583,103471584
es-es,2020-11-05 17:25:49,card,144,0,00 : Approved or completed successfully,APPROVED,BANK451,ES,1,8176909,EUR,8176909,103506891
fr-fr,2020-11-06 04:27:22,card,489,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8184944,EUR,8184944,103525282
es-es,2020-11-03 04:37:47,card,307.99,11,05 : Do not honor,DECLINED,BANK68,ES,0,8131100,EUR,8131100,103637111
es-es,2020-11-04 15:37:03,card,289,0,00 : Approved or completed successfully,APPROVED,BANK68,ES,1,8156459,EUR,8156459,103637111
es-es,2020-11-04 09:23:54,card,250,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8150395,EUR,8150395,103684758
fr-fr,2020-11-05 12:13:56,card,149,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8171094,EUR,8171094,103692577
fr-fr,2020-11-02 19:07:16,oney4x,344,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8125069,EUR,8125069,10380622
fr-fr,2020-11-03 14:21:38,oney4x,204,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8137516,EUR,8137516,103823311
fr-fr,2020-11-05 17:13:15,oney3x,275,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8176662,EUR,8176662,103831592
fr-fr,2020-11-05 17:22:27,oney3x,275,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8176842,EUR,8176662,103831592
fr-fr,2020-11-05 17:31:44,oney3x,275,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8177005,EUR,8176662,103831592
fr-fr,2020-11-03 16:41:29,card,29,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8140021,EUR,8140021,103864627
fr-fr,2020-11-06 20:03:50,oney4x,870.91,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8197642,EUR,8197642,103942670
fr-fr,2020-11-05 20:39:53,card,266,0,00 : Approved or completed successfully,APPROVED,BANK308,FR,1,8181003,EUR,8181003,103975437
fr-fr,2020-11-05 09:48:32,card,799,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8168418,EUR,8168418,104024040
fr-fr,2020-11-02 15:25:03,oney3x,602,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8120497,EUR,8120497,104029287
es-es,2020-11-04 19:10:37,card,140,0,00 : Approved or completed successfully,APPROVED,BANK102,ES,1,8160833,EUR,8160833,104080934
fr-fr,2020-11-06 18:45:01,oney4x,619,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8195908,EUR,8195908,104122826
fr-fr,2020-11-03 19:13:25,card,178,0,00 : Approved or completed successfully,APPROVED,BANK483,FR,1,8143426,EUR,8143426,10415791
fr-fr,2020-11-07 11:04:07,card,231,12,51 : Insufficient funds/over credit limit,NOT_ENOUGH_BALANCE,BANK140,FR,0,8204036,EUR,8204036,104382555
fr-fr,2020-11-07 11:09:27,oney4x,231,1001,Form Drop,FORM_DROP,BANK1,,0,8204140,EUR,8204036,104382555
fr-fr,2020-11-07 11:26:53,oney4x,231,1001,Form Drop,FORM_DROP,BANK1,,0,8204479,EUR,8204036,104382555
fr-fr,2020-11-07 11:40:43,card,255,12,51 : Insufficient funds/over credit limit,NOT_ENOUGH_BALANCE,BANK140,FR,0,8204711,EUR,8204036,104382555
de-de,2020-11-03 09:17:35,sofort,299,0,pending : not_credited_yet,APPROVED,BANK645,DE,1,8132208,EUR,8132208,104416644
fr-fr,2020-11-02 21:07:42,oney4x,345,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8127768,EUR,8127768,104504090
es-es,2020-11-05 00:18:59,card,130,0,00 : Approved or completed successfully,APPROVED,BANK355,ES,1,8165952,EUR,8165952,104524364
fr-fr,2020-11-03 20:48:56,card,114,0,00 : Approved or completed successfully,APPROVED,BANK688,FR,1,8145600,EUR,8145600,104527036
fr-fr,2020-11-06 16:42:28,oney4x,303,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8193190,EUR,8193190,10457379
fr-fr,2020-11-07 09:36:42,oney4x,568,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8202754,EUR,8202754,104588049
fr-fr,2020-11-05 16:20:44,card,244,0,No Error,APPROVED,BANK1,,0,8175704,EUR,8175704,104696824
fr-fr,2020-11-05 16:22:53,card,244,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8175746,EUR,8175704,104696824
fr-fr,2020-11-04 10:35:38,card,192.9,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8151332,EUR,8151332,104735639
es-es,2020-11-02 00:00:40,card,129,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8113141,EUR,8113141,10485831
es-es,2020-11-06 12:12:03,oney12x,350,1337,REFUSED : Payment was refused,DECLINED,BANK967,nan,0,8188472,EUR,8188472,104928379
es-es,2020-11-02 11:42:11,card,151.99,0,00 : Approved or completed successfully,APPROVED,BANK122,ES,1,8116666,EUR,8116666,104940555
es-es,2020-11-06 19:20:15,oney12x,673,1001,Form Drop,FORM_DROP,BANK1,,0,8196738,EUR,8196738,104958174
fr-fr,2020-11-02 14:45:29,oney4x,209,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8119757,EUR,8119757,105027825
fr-fr,2020-11-05 18:47:32,card,275,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8178670,EUR,8178670,105103484
fr-fr,2020-11-03 22:54:35,card,17.9,1000,3DS Drop,NOT_3D_SUBMITTED,BANK1,,0,8148025,EUR,8148025,105131906
fr-fr,2020-11-05 18:56:42,card,292,0,00 : Approved or completed successfully,APPROVED,BANK534,FR,1,8178878,EUR,8178878,105157930
es-es,2020-11-03 17:42:57,oney3x,353,0,FUNDED : Transaction is completed,APPROVED,BANK967,nan,1,8141250,EUR,8141250,105200753
es-es,2020-11-05 11:50:07,oney3x,324,1001,Form Drop,FORM_DROP,BANK1,,0,8170662,EUR,8170662,105200753
es-es,2020-11-06 12:45:20,oney3x,333.99,0,FUNDED : Transaction is completed,APPROVED,BANK967,nan,1,8188993,EUR,8188993,105200753
es-es,2020-11-06 18:02:21,oney12x,469,1001,Form Drop,FORM_DROP,BANK1,,0,8194816,EUR,8194816,105310874
fr-fr,2020-11-03 18:30:22,card,218,0,No Error,APPROVED,BANK1,,0,8142340,EUR,8142340,105577010
fr-fr,2020-11-03 18:32:31,card,218,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8142385,EUR,8142340,105577010
es-es,2020-11-03 13:25:33,card,200,0,00 : Approved or completed successfully,APPROVED,BANK451,ES,1,8136372,EUR,8136372,105851527
fr-fr,2020-11-03 14:37:46,oney4x,947.21,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8137799,EUR,8137799,105862064
fr-fr,2020-11-05 19:06:01,oney3x,451.9,1001,Form Drop,FORM_DROP,BANK1,,0,8179094,EUR,8179094,105867147
fr-fr,2020-11-05 20:54:19,oney3x,451.9,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8181287,EUR,8179094,105867147
fr-fr,2020-11-07 09:32:51,card,412,20,3d-secure: Authentication failed,NOT_3D_AUTHENTICATED,BANK599,FR,0,8202717,EUR,8202717,105895062
fr-fr,2020-11-07 19:02:04,card,414,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8213799,EUR,8202717,105895062
fr-fr,2020-11-05 00:28:46,oney3x,650,1001,Form Drop,FORM_DROP,BANK1,,0,8166008,EUR,8166008,106058517
fr-fr,2020-11-03 21:34:59,card,185.25,0,00 : Approved or completed successfully,APPROVED,BANK286,FR,1,8146675,EUR,8146675,10619764
fr-fr,2020-11-04 20:57:13,card,70,0,00 : Approved or completed successfully,APPROVED,BANK483,FR,1,8163112,EUR,8163112,106304918
es-es,2020-11-03 14:54:19,paypal,179,0,No Error,APPROVED,BANK1,,1,8138088,EUR,8138088,10656914
es-es,2020-11-04 12:06:13,paypal,85,0,No Error,APPROVED,BANK1,,1,8152724,EUR,8152724,10656914
fr-fr,2020-11-04 20:31:06,card,118,0,00 : Approved or completed successfully,APPROVED,BANK192,FR,1,8162531,EUR,8162531,10657512
es-es,2020-11-05 14:40:20,card,188,0,00 : Approved or completed successfully,APPROVED,BANK122,ES,1,8173816,EUR,8173816,10670573
fr-fr,2020-11-03 21:09:04,oney3x,599,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8146052,EUR,8146052,106786076
fr-fr,2020-11-03 21:12:20,oney3x,599,1337,REFUSED : La demande de paiement a été refusée.,DECLINED,BANK967,nan,0,8146124,EUR,8146052,106786076
es-es,2020-11-02 13:33:08,card,139,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8118420,EUR,8118420,106804414
es-es,2020-11-07 00:45:38,card,132.99,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8201315,EUR,8201315,107011368
fr-fr,2020-11-02 06:21:47,oney4x,205,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8113831,EUR,8113831,107028325
fr-fr,2020-11-02 07:18:04,oney4x,259,0,FAVORABLE : La demande de paiement est dans un état favorable pour financement.,APPROVED,BANK967,nan,1,8113907,EUR,8113907,107028325
es-es,2020-11-03 20:58:32,card,359,0,00 : Approved or completed successfully,APPROVED,BANK451,ES,1,8145815,EUR,8145815,107151954
es-es,2020-11-05 19:24:14,card,71.99,0,00 : Approved or completed successfully,APPROVED,BANK60,ES,1,8179524,EUR,8179524,107247431
es-es,2020-11-03 19:22:18,card,189.19,0,00 : Approved or completed successfully,APPROVED,BANK221,ES,1,8143606,EUR,8143606,10729776
fr-fr,2020-11-02 11:54:36,card,324,0,00 : Approved or completed successfully,APPROVED,BANK179,FR,1,8116844,EUR,8116844,10731084
fr-fr,2020-11-04 13:28:51,card,412,0,00 : Approved or completed successfully,APPROVED,BANK688,FR,1,8154063,EUR,8154063,107378444
es-es,2020-11-07 15:01:46,paypal,148.99,0,No Error,APPROVED,BANK1,,1,8208885,EUR,8208885,10739423
fr-fr,2020-11-07 18:42:17,card,345,0,00 : Approved or completed successfully,APPROVED,BANK191,FR,1,8213374,EUR,8213374,107462745
fr-fr,2020-11-06 11:51:56,card,249,0,00 : Approved or completed successfully,APPROVED,BANK140,FR,1,8188125,EUR,8188125,107632415
